spotify_id,tag,count,normalized_count,source
1yo16b3u0lptm6Cs7lx4AD,get pumped,1,0.024390243902439025,Playlists
1zVDbrBG7zCd6AXGLmbGj4,romantic style,1,0.024390243902439025,Playlists
202QpSJo7inyEKWeARd5Ax,feel good,1,0.024390243902439025,Playlists
2073QOEC8rBtSyTsRyaWiP,happy,1,0.024390243902439025,Playlists
2073QOEC8rBtSyTsRyaWiP,waking up,1,0.024390243902439025,Playlists
2073QOEC8rBtSyTsRyaWiP,summer days,1,0.024390243902439025,Playlists
2073QOEC8rBtSyTsRyaWiP,happy,1,0.024390243902439025,Playlists
2073QOEC8rBtSyTsRyaWiP,life is good,1,0.024390243902439025,Playlists
2073QOEC8rBtSyTsRyaWiP,summer days,1,0.024390243902439025,Playlists
208bYsadJ56km31IENM2qS,graduation party,3,0.07317073170731707,Playlists
208bYsadJ56km31IENM2qS,love,1,0.024390243902439025,Playlists
20ORwCJusz4KS2PbTPVNKo,bachelorette party,1,0.024390243902439025,Playlists
20ORwCJusz4KS2PbTPVNKo,feel goods,1,0.024390243902439025,Playlists
20ORwCJusz4KS2PbTPVNKo,soulful,1,0.024390243902439025,Playlists
20ORwCJusz4KS2PbTPVNKo,happy birthday,1,0.024390243902439025,Playlists
20ORwCJusz4KS2PbTPVNKo,love,1,0.024390243902439025,Playlists
20ORwCJusz4KS2PbTPVNKo,road trip,7,0.17073170731707318,Playlists
20ORwCJusz4KS2PbTPVNKo,road trip,2,0.04878048780487805,Playlists
20ORwCJusz4KS2PbTPVNKo,sad love,1,0.024390243902439025,Playlists
20ORwCJusz4KS2PbTPVNKo,smile,1,0.024390243902439025,Playlists
20ORwCJusz4KS2PbTPVNKo,summer fun,1,0.024390243902439025,Playlists
20ORwCJusz4KS2PbTPVNKo,sunshine,2,0.04878048780487805,Playlists
20ORwCJusz4KS2PbTPVNKo,turn up,1,0.024390243902439025,Playlists
20s3FayrStM8GY0m4dRFsw,block party,1,0.024390243902439025,Playlists
20s3FayrStM8GY0m4dRFsw,get hype,1,0.024390243902439025,Playlists
20s3FayrStM8GY0m4dRFsw,positive vibes,1,0.024390243902439025,Playlists
20s3FayrStM8GY0m4dRFsw,wedding reception,1,0.024390243902439025,Playlists
217m5TxpXyqbpR7WWmoSqO,feel good incorporated,1,0.024390243902439025,Playlists
217m5TxpXyqbpR7WWmoSqO,feel good incorporated,1,0.024390243902439025,Playlists
21HG0QIgIcVQ2EZeXubaqL,moon,1,0.024390243902439025,Playlists
21dRYnljbCzQutMkWJosGU,love me,1,0.024390243902439025,Playlists
21z6OpNQIS9qD7xyty7OeR,happy times,1,0.024390243902439025,Playlists
21z6OpNQIS9qD7xyty7OeR,relaxing,1,0.024390243902439025,Playlists
221LRlPHPuevgE1tuUlof9,after party,1,0.024390243902439025,Playlists
221LRlPHPuevgE1tuUlof9,birthday celebration,1,0.024390243902439025,Playlists
221LRlPHPuevgE1tuUlof9,birthday,1,0.024390243902439025,Playlists
221LRlPHPuevgE1tuUlof9,block party,1,0.024390243902439025,Playlists
221LRlPHPuevgE1tuUlof9,party bus,2,0.04878048780487805,Playlists
221LRlPHPuevgE1tuUlof9,rehearsal dinner,1,0.024390243902439025,Playlists
221LRlPHPuevgE1tuUlof9,road trip,3,0.07317073170731707,Playlists
221LRlPHPuevgE1tuUlof9,wedding reception,1,0.024390243902439025,Playlists
221LRlPHPuevgE1tuUlof9,wedding reception,1,0.024390243902439025,Playlists
22CIOfLZB9z8He7WgHYAgH,birthday,1,0.024390243902439025,Playlists
22CIOfLZB9z8He7WgHYAgH,dancing in the dark,1,0.024390243902439025,Playlists
22CIOfLZB9z8He7WgHYAgH,feel good,1,0.024390243902439025,Playlists
22CIOfLZB9z8He7WgHYAgH,fun time,1,0.024390243902439025,Playlists
22CIOfLZB9z8He7WgHYAgH,graduation party,1,0.024390243902439025,Playlists
22CIOfLZB9z8He7WgHYAgH,road trip,3,0.07317073170731707,Playlists
22CIOfLZB9z8He7WgHYAgH,birthday,1,0.024390243902439025,Playlists
22CIOfLZB9z8He7WgHYAgH,dancing in the dark,1,0.024390243902439025,Playlists
22CIOfLZB9z8He7WgHYAgH,feel good,1,0.024390243902439025,Playlists
22CIOfLZB9z8He7WgHYAgH,fun time,1,0.024390243902439025,Playlists
22CIOfLZB9z8He7WgHYAgH,graduation party,1,0.024390243902439025,Playlists
22CIOfLZB9z8He7WgHYAgH,road trip,3,0.07317073170731707,Playlists
22ML0MuFKfw16WejbxsLOy,feel good,2,0.04878048780487805,Playlists
22ML0MuFKfw16WejbxsLOy,fun stuff,1,0.024390243902439025,Playlists
22ML0MuFKfw16WejbxsLOy,get pumped,1,0.024390243902439025,Playlists
22ML0MuFKfw16WejbxsLOy,love,1,0.024390243902439025,Playlists
23EgnmfkdOsDK96ftbVv0Q,fun stuff,1,0.024390243902439025,Playlists
23EgnmfkdOsDK96ftbVv0Q,happy,1,0.024390243902439025,Playlists
23IK8TF2MSiLnuEjaYPfVV,after hours,1,0.024390243902439025,Playlists
23IK8TF2MSiLnuEjaYPfVV,first love,1,0.024390243902439025,Playlists
23IK8TF2MSiLnuEjaYPfVV,rehearsal dinner,1,0.024390243902439025,Playlists
23IK8TF2MSiLnuEjaYPfVV,wedding dance,1,0.024390243902439025,Playlists
23IK8TF2MSiLnuEjaYPfVV,after hours,1,0.024390243902439025,Playlists
23MrkN7g6Q5U7GLIxNHN1B,love,1,0.024390243902439025,Playlists
23MrkN7g6Q5U7GLIxNHN1B,psycho,1,0.024390243902439025,Playlists
23MrkN7g6Q5U7GLIxNHN1B,road trip,2,0.04878048780487805,Playlists
23MrkN7g6Q5U7GLIxNHN1B,suicide,1,0.024390243902439025,Playlists
23MrkN7g6Q5U7GLIxNHN1B,surf,1,0.024390243902439025,Playlists
23oxJmDc1V9uLUSmN2LIvx,bachelor party,1,0.024390243902439025,Playlists
23oxJmDc1V9uLUSmN2LIvx,beach day,1,0.024390243902439025,Playlists
23oxJmDc1V9uLUSmN2LIvx,chill summer,1,0.024390243902439025,Playlists
23oxJmDc1V9uLUSmN2LIvx,depressing,1,0.024390243902439025,Playlists
23oxJmDc1V9uLUSmN2LIvx,graduation party,6,0.14634146341463414,Playlists
23oxJmDc1V9uLUSmN2LIvx,party hardy,1,0.024390243902439025,Playlists
23oxJmDc1V9uLUSmN2LIvx,road trip,5,0.12195121951219512,Playlists
23oxJmDc1V9uLUSmN2LIvx,teenage angst,1,0.024390243902439025,Playlists
23oxJmDc1V9uLUSmN2LIvx,victorious,1,0.024390243902439025,Playlists
23t2WMVoYKR9XqLVsk6WAG,happy hour,1,0.024390243902439025,Playlists
24Pi0KCtYWtnKxxzopkcPG,love,1,0.024390243902439025,Playlists
252YuUdUaC5OojaBU0H1CP,feel good,2,0.04878048780487805,Playlists
252YuUdUaC5OojaBU0H1CP,fun,1,0.024390243902439025,Playlists
252YuUdUaC5OojaBU0H1CP,happy days,1,0.024390243902439025,Playlists
252YuUdUaC5OojaBU0H1CP,love,1,0.024390243902439025,Playlists
252YuUdUaC5OojaBU0H1CP,road trip,2,0.04878048780487805,Playlists
252YuUdUaC5OojaBU0H1CP,sunshine,1,0.024390243902439025,Playlists
252YuUdUaC5OojaBU0H1CP,wedding dance,1,0.024390243902439025,Playlists
252YuUdUaC5OojaBU0H1CP,wedding mix,1,0.024390243902439025,Playlists
252YuUdUaC5OojaBU0H1CP,beach vibes,1,0.024390243902439025,Playlists
252YuUdUaC5OojaBU0H1CP,road trip,2,0.04878048780487805,Playlists
252YuUdUaC5OojaBU0H1CP,sunshine,1,0.024390243902439025,Playlists
252YuUdUaC5OojaBU0H1CP,wedding dance,1,0.024390243902439025,Playlists
252YuUdUaC5OojaBU0H1CP,wedding mix,1,0.024390243902439025,Playlists
25J4d78ESH2MgAJoIakB8O,problems,1,0.024390243902439025,Playlists
25J4d78ESH2MgAJoIakB8O,dancing in the kitchen,1,0.024390243902439025,Playlists
25J4d78ESH2MgAJoIakB8O,depression,1,0.024390243902439025,Playlists
25J4d78ESH2MgAJoIakB8O,feeling good,2,0.04878048780487805,Playlists
25J4d78ESH2MgAJoIakB8O,soulful,2,0.04878048780487805,Playlists
25J4d78ESH2MgAJoIakB8O,graduation party,1,0.024390243902439025,Playlists
25J4d78ESH2MgAJoIakB8O,happiness,1,0.024390243902439025,Playlists
25J4d78ESH2MgAJoIakB8O,happy,1,0.024390243902439025,Playlists
25J4d78ESH2MgAJoIakB8O,love,3,0.07317073170731707,Playlists
25J4d78ESH2MgAJoIakB8O,love,1,0.024390243902439025,Playlists
25J4d78ESH2MgAJoIakB8O,on the road,2,0.04878048780487805,Playlists
25J4d78ESH2MgAJoIakB8O,peace,1,0.024390243902439025,Playlists
25J4d78ESH2MgAJoIakB8O,rehearsal dinner,1,0.024390243902439025,Playlists
25J4d78ESH2MgAJoIakB8O,road trip,1,0.024390243902439025,Playlists
26fZwf1ImE4aUJ4XaqOkUg,feeling good,1,0.024390243902439025,Playlists
26fZwf1ImE4aUJ4XaqOkUg,feel good,1,0.024390243902439025,Playlists
26fZwf1ImE4aUJ4XaqOkUg,road trip,1,0.024390243902439025,Playlists
26q6YTrXt9l8qshIveiTX9,baby love,1,0.024390243902439025,Playlists
26q6YTrXt9l8qshIveiTX9,feel good mix,1,0.024390243902439025,Playlists
26q6YTrXt9l8qshIveiTX9,fun,1,0.024390243902439025,Playlists
26q6YTrXt9l8qshIveiTX9,happiness,1,0.024390243902439025,Playlists
26q6YTrXt9l8qshIveiTX9,happy place,1,0.024390243902439025,Playlists
26q6YTrXt9l8qshIveiTX9,happy,1,0.024390243902439025,Playlists
26q6YTrXt9l8qshIveiTX9,levitate,1,0.024390243902439025,Playlists
26q6YTrXt9l8qshIveiTX9,skiing,1,0.024390243902439025,Playlists
26uHwSHlaK5mskSMhbRod3,graduation party,1,0.024390243902439025,Playlists
26uHwSHlaK5mskSMhbRod3,autumn leaves,1,0.024390243902439025,Playlists
26uHwSHlaK5mskSMhbRod3,dinner party,1,0.024390243902439025,Playlists
26uHwSHlaK5mskSMhbRod3,graduation party,1,0.024390243902439025,Playlists
273uCXd7NPrInaiNqtkOrA,road trip,1,0.024390243902439025,Playlists
276zciJ7Fg7Jk6Ta6QuLkp,birthday,2,0.04878048780487805,Playlists
276zciJ7Fg7Jk6Ta6QuLkp,birthday,1,0.024390243902439025,Playlists
276zciJ7Fg7Jk6Ta6QuLkp,dinner party,1,0.024390243902439025,Playlists
276zciJ7Fg7Jk6Ta6QuLkp,feel good friday,1,0.024390243902439025,Playlists
276zciJ7Fg7Jk6Ta6QuLkp,fierce,1,0.024390243902439025,Playlists
276zciJ7Fg7Jk6Ta6QuLkp,fun,1,0.024390243902439025,Playlists
276zciJ7Fg7Jk6Ta6QuLkp,happy,2,0.04878048780487805,Playlists
276zciJ7Fg7Jk6Ta6QuLkp,mood boost,1,0.024390243902439025,Playlists
276zciJ7Fg7Jk6Ta6QuLkp,party bangers,1,0.024390243902439025,Playlists
276zciJ7Fg7Jk6Ta6QuLkp,party chill,1,0.024390243902439025,Playlists
27876bQcDNkZhWqvF0zfFN,happy place,1,0.024390243902439025,Playlists
278Ao6KQDxWGGszv24uvhI,fun,2,0.04878048780487805,Playlists
278Ao6KQDxWGGszv24uvhI,road trip,2,0.04878048780487805,Playlists
278Ao6KQDxWGGszv24uvhI,road trip,1,0.024390243902439025,Playlists
27AHAtAirQapVldIm4c9ZX,college party,1,0.024390243902439025,Playlists
27AHAtAirQapVldIm4c9ZX,feel good,1,0.024390243902439025,Playlists
27AHAtAirQapVldIm4c9ZX,fun times,1,0.024390243902439025,Playlists
27AHAtAirQapVldIm4c9ZX,graduation party,4,0.0975609756097561,Playlists
27AHAtAirQapVldIm4c9ZX,party mix,4,0.0975609756097561,Playlists
27AHAtAirQapVldIm4c9ZX,summer fun,1,0.024390243902439025,Playlists
27AHAtAirQapVldIm4c9ZX,turn up,1,0.024390243902439025,Playlists
27AHAtAirQapVldIm4c9ZX,wedding dance,1,0.024390243902439025,Playlists
27AHAtAirQapVldIm4c9ZX,wedding dance,2,0.04878048780487805,Playlists
27L8sESb3KR79asDUBu8nW,bachelorette party,1,0.024390243902439025,Playlists
27L8sESb3KR79asDUBu8nW,birthday,1,0.024390243902439025,Playlists
27L8sESb3KR79asDUBu8nW,fun,1,0.024390243902439025,Playlists
27L8sESb3KR79asDUBu8nW,fun stuff,2,0.04878048780487805,Playlists
27L8sESb3KR79asDUBu8nW,positive vibes,1,0.024390243902439025,Playlists
27L8sESb3KR79asDUBu8nW,graduation party,9,0.21951219512195122,Playlists
27L8sESb3KR79asDUBu8nW,beloved,1,0.024390243902439025,Playlists
27L8sESb3KR79asDUBu8nW,happiness,1,0.024390243902439025,Playlists
27L8sESb3KR79asDUBu8nW,happiness,1,0.024390243902439025,Playlists
27L8sESb3KR79asDUBu8nW,love,1,0.024390243902439025,Playlists
27L8sESb3KR79asDUBu8nW,lush,1,0.024390243902439025,Playlists
27L8sESb3KR79asDUBu8nW,party bus,2,0.04878048780487805,Playlists
27L8sESb3KR79asDUBu8nW,party hardy,3,0.07317073170731707,Playlists
27L8sESb3KR79asDUBu8nW,road trip,30,0.7317073170731707,Playlists
27L8sESb3KR79asDUBu8nW,summer love,1,0.024390243902439025,Playlists
27L8sESb3KR79asDUBu8nW,sunday afternoon,1,0.024390243902439025,Playlists
27L8sESb3KR79asDUBu8nW,teenage angst,2,0.04878048780487805,Playlists
27L8sESb3KR79asDUBu8nW,tripping,1,0.024390243902439025,Playlists
27L8sESb3KR79asDUBu8nW,turn up,1,0.024390243902439025,Playlists
27kMqdX3aoN3gBndVKlTfR,block party,1,0.024390243902439025,Playlists
27kMqdX3aoN3gBndVKlTfR,get pumped,1,0.024390243902439025,Playlists
27kMqdX3aoN3gBndVKlTfR,happy,1,0.024390243902439025,Playlists
27kMqdX3aoN3gBndVKlTfR,love,1,0.024390243902439025,Playlists
27msmgcdSRniJHfocEf6EH,happy,1,0.024390243902439025,Playlists
27msmgcdSRniJHfocEf6EH,insanity,1,0.024390243902439025,Playlists
28285KFbyCq8sJofn58qlD,birthday,1,0.024390243902439025,Playlists
28285KFbyCq8sJofn58qlD,be happy,1,0.024390243902439025,Playlists
28285KFbyCq8sJofn58qlD,block party,1,0.024390243902439025,Playlists
28285KFbyCq8sJofn58qlD,get happy,1,0.024390243902439025,Playlists
28285KFbyCq8sJofn58qlD,graduation party,1,0.024390243902439025,Playlists
28285KFbyCq8sJofn58qlD,graduation party,1,0.024390243902439025,Playlists
28285KFbyCq8sJofn58qlD,graduation party,1,0.024390243902439025,Playlists
28285KFbyCq8sJofn58qlD,happiness,1,0.024390243902439025,Playlists
28285KFbyCq8sJofn58qlD,my girl,1,0.024390243902439025,Playlists
28285KFbyCq8sJofn58qlD,rehearsal dinner,1,0.024390243902439025,Playlists
28285KFbyCq8sJofn58qlD,smile,1,0.024390243902439025,Playlists
28285KFbyCq8sJofn58qlD,soulful,1,0.024390243902439025,Playlists
28285KFbyCq8sJofn58qlD,wedding dance,1,0.024390243902439025,Playlists
28285KFbyCq8sJofn58qlD,wedding reception,2,0.04878048780487805,Playlists
28JSZ4KyzDXnnC2XnJX1db,angry,1,0.024390243902439025,Playlists
28eg5bkYvIHT7HPmzZFwLN,feel good,1,0.024390243902439025,Playlists
28eg5bkYvIHT7HPmzZFwLN,road trip,4,0.0975609756097561,Playlists
28eg5bkYvIHT7HPmzZFwLN,saturday morning,1,0.024390243902439025,Playlists
28eg5bkYvIHT7HPmzZFwLN,tripping,1,0.024390243902439025,Playlists
29HbMTL672MugzhklYvStz,psychedelia,1,0.024390243902439025,Playlists
29HbMTL672MugzhklYvStz,road trip,2,0.04878048780487805,Playlists
29HbMTL672MugzhklYvStz,suicide,1,0.024390243902439025,Playlists
29HbMTL672MugzhklYvStz,psychedelia,1,0.024390243902439025,Playlists
29HbMTL672MugzhklYvStz,road trip,2,0.04878048780487805,Playlists
29HbMTL672MugzhklYvStz,suicide,1,0.024390243902439025,Playlists
29RNDz0GAkVT4YV4Y2sthL,rehearsal dinner,1,0.024390243902439025,Playlists
29imR7dda5XqwPRFmby7HS,happy,1,0.024390243902439025,Playlists
29imR7dda5XqwPRFmby7HS,love,2,0.04878048780487805,Playlists
29imR7dda5XqwPRFmby7HS,rehearsal dinner,1,0.024390243902439025,Playlists
29imR7dda5XqwPRFmby7HS,sunshine,1,0.024390243902439025,Playlists
2Am4TMJcqfQtr79278nZjj,party mix,1,0.024390243902439025,Playlists
2Am4TMJcqfQtr79278nZjj,party mix,1,0.024390243902439025,Playlists
2Am4TMJcqfQtr79278nZjj,road trip,1,0.024390243902439025,Playlists
2Am4TMJcqfQtr79278nZjj,wedding reception,1,0.024390243902439025,Playlists
2Am4TMJcqfQtr79278nZjj,love making,2,0.04878048780487805,Playlists
2Am4TMJcqfQtr79278nZjj,magic,1,0.024390243902439025,Playlists
2Am4TMJcqfQtr79278nZjj,party mix,1,0.024390243902439025,Playlists
2AxCeJ6PSsBYiTckM0HLY7,feeling good,1,0.024390243902439025,Playlists
2AxCeJ6PSsBYiTckM0HLY7,happy,1,0.024390243902439025,Playlists
2AxCeJ6PSsBYiTckM0HLY7,honeymoon,1,0.024390243902439025,Playlists
2AxCeJ6PSsBYiTckM0HLY7,psychedelia,1,0.024390243902439025,Playlists
2AxCeJ6PSsBYiTckM0HLY7,road trip,2,0.04878048780487805,Playlists
2AxCeJ6PSsBYiTckM0HLY7,feel good,1,0.024390243902439025,Playlists
2B4oDTNdmVGVplWTFoSwbx,love,2,0.04878048780487805,Playlists
2BepFzUWfczDk68DXj10w3,relaxing,1,0.024390243902439025,Playlists
2BepFzUWfczDk68DXj10w3,romantics,1,0.024390243902439025,Playlists
2BepFzUWfczDk68DXj10w3,soulful,2,0.04878048780487805,Playlists
2BepFzUWfczDk68DXj10w3,soulful,2,0.04878048780487805,Playlists
2C0KFbb4v9CNWR5c9jWcKC,road trip,1,0.024390243902439025,Playlists
2C0KFbb4v9CNWR5c9jWcKC,road trip,1,0.024390243902439025,Playlists
2C0KFbb4v9CNWR5c9jWcKC,tripping,1,0.024390243902439025,Playlists
2C0KFbb4v9CNWR5c9jWcKC,road trip,1,0.024390243902439025,Playlists
2C0KFbb4v9CNWR5c9jWcKC,tripping,1,0.024390243902439025,Playlists
2C1nOw1nRxJaBWb9I1x05A,electric,1,0.024390243902439025,Playlists
2C1nOw1nRxJaBWb9I1x05A,endless summer,1,0.024390243902439025,Playlists
2C1nOw1nRxJaBWb9I1x05A,feel good mix,1,0.024390243902439025,Playlists
2C1nOw1nRxJaBWb9I1x05A,feel good vibes,1,0.024390243902439025,Playlists
2Cakl6tRkLxccrnqJdvGpu,sunday mornings,1,0.024390243902439025,Playlists
2CtCwQhY0ZLvr8L2l8Bo6e,birthday,1,0.024390243902439025,Playlists
2D1hlMwWWXpkc3CZJ5U351,bachelorette party,2,0.04878048780487805,Playlists
2D1hlMwWWXpkc3CZJ5U351,birthday,1,0.024390243902439025,Playlists
2D1hlMwWWXpkc3CZJ5U351,birthday celebration,1,0.024390243902439025,Playlists
2D1hlMwWWXpkc3CZJ5U351,block party,1,0.024390243902439025,Playlists
2D1hlMwWWXpkc3CZJ5U351,freak,1,0.024390243902439025,Playlists
2D1hlMwWWXpkc3CZJ5U351,get hype,1,0.024390243902439025,Playlists
2D1hlMwWWXpkc3CZJ5U351,get wrecked,1,0.024390243902439025,Playlists
2D1hlMwWWXpkc3CZJ5U351,gym tracks,1,0.024390243902439025,Playlists
2D1hlMwWWXpkc3CZJ5U351,humble,1,0.024390243902439025,Playlists
2D1hlMwWWXpkc3CZJ5U351,party bangers,1,0.024390243902439025,Playlists
2D1hlMwWWXpkc3CZJ5U351,party starter,1,0.024390243902439025,Playlists
2D1hlMwWWXpkc3CZJ5U351,skiing,2,0.04878048780487805,Playlists
2D1hlMwWWXpkc3CZJ5U351,twerk,2,0.04878048780487805,Playlists
2D1hlMwWWXpkc3CZJ5U351,birthday,1,0.024390243902439025,Playlists
2D1hlMwWWXpkc3CZJ5U351,gym tracks,1,0.024390243902439025,Playlists
2D1hlMwWWXpkc3CZJ5U351,party mix,3,0.07317073170731707,Playlists
2D1hlMwWWXpkc3CZJ5U351,skiing,2,0.04878048780487805,Playlists
2E7W1X4maFFcjHrVrFA7Vs,adrenaline,1,0.024390243902439025,Playlists
2E7W1X4maFFcjHrVrFA7Vs,birthday,1,0.024390243902439025,Playlists
2E7W1X4maFFcjHrVrFA7Vs,love,1,0.024390243902439025,Playlists
2E7W1X4maFFcjHrVrFA7Vs,road trip,1,0.024390243902439025,Playlists
2E9n1Zpby16xLUPoujMUSd,fun,1,0.024390243902439025,Playlists
2ECYtCiyC3zLvFTybWv75p,block party,1,0.024390243902439025,Playlists
2ECYtCiyC3zLvFTybWv75p,homecoming,1,0.024390243902439025,Playlists
2EEinN4Zk8MUv4OQuLsTBj,beach vibes,1,0.024390243902439025,Playlists
2EEinN4Zk8MUv4OQuLsTBj,birthday,1,0.024390243902439025,Playlists
2EEinN4Zk8MUv4OQuLsTBj,good morning,1,0.024390243902439025,Playlists
2EEinN4Zk8MUv4OQuLsTBj,grooving,1,0.024390243902439025,Playlists
2EEinN4Zk8MUv4OQuLsTBj,life is good,2,0.04878048780487805,Playlists
2EEinN4Zk8MUv4OQuLsTBj,party mix,2,0.04878048780487805,Playlists
2EEinN4Zk8MUv4OQuLsTBj,road trip,1,0.024390243902439025,Playlists
2EEinN4Zk8MUv4OQuLsTBj,spooky,1,0.024390243902439025,Playlists
2EEinN4Zk8MUv4OQuLsTBj,good morning,1,0.024390243902439025,Playlists
2EEinN4Zk8MUv4OQuLsTBj,happy,1,0.024390243902439025,Playlists
2EEinN4Zk8MUv4OQuLsTBj,party mix,2,0.04878048780487805,Playlists
2EEinN4Zk8MUv4OQuLsTBj,soulful,1,0.024390243902439025,Playlists
2EoIt9vdgFRNW03u5IvFsQ,on the road,1,0.024390243902439025,Playlists
2F6FfZ4w8z3eJpSxPotVO5,birthday,1,0.024390243902439025,Playlists
2F6FfZ4w8z3eJpSxPotVO5,darkness,1,0.024390243902439025,Playlists
2F6FfZ4w8z3eJpSxPotVO5,nocturne,1,0.024390243902439025,Playlists
2F6FfZ4w8z3eJpSxPotVO5,nocturne,1,0.024390243902439025,Playlists
2F6FfZ4w8z3eJpSxPotVO5,angry,1,0.024390243902439025,Playlists
2FRnf9qhLbvw8fu4IBXx78,christmas,1,0.024390243902439025,Playlists
2FRnf9qhLbvw8fu4IBXx78,christmas,4,0.0975609756097561,Playlists
2FRnf9qhLbvw8fu4IBXx78,christmas,4,0.0975609756097561,Playlists
2FRnf9qhLbvw8fu4IBXx78,christmas cheer,3,0.07317073170731707,Playlists
2FRnf9qhLbvw8fu4IBXx78,christmas is here,1,0.024390243902439025,Playlists
2FRnf9qhLbvw8fu4IBXx78,christmas vibes,1,0.024390243902439025,Playlists
2FRnf9qhLbvw8fu4IBXx78,happy holidays,1,0.024390243902439025,Playlists
2FRnf9qhLbvw8fu4IBXx78,happy holidays,1,0.024390243902439025,Playlists
2FRnf9qhLbvw8fu4IBXx78,christmas,2,0.04878048780487805,Playlists
2FRnf9qhLbvw8fu4IBXx78,christmas,3,0.07317073170731707,Playlists
2FRnf9qhLbvw8fu4IBXx78,merry christmas,2,0.04878048780487805,Playlists
2FRnf9qhLbvw8fu4IBXx78,merry christmas,2,0.04878048780487805,Playlists
2FRnf9qhLbvw8fu4IBXx78,on the road,1,0.024390243902439025,Playlists
2FRnf9qhLbvw8fu4IBXx78,christmas,1,0.024390243902439025,Playlists
2FRnf9qhLbvw8fu4IBXx78,christmas,4,0.0975609756097561,Playlists
2FRnf9qhLbvw8fu4IBXx78,christmas cheer,3,0.07317073170731707,Playlists
2FRnf9qhLbvw8fu4IBXx78,christmas day,1,0.024390243902439025,Playlists
2FRnf9qhLbvw8fu4IBXx78,christmas vibes,1,0.024390243902439025,Playlists
2FRnf9qhLbvw8fu4IBXx78,christmas,1,0.024390243902439025,Playlists
2FRnf9qhLbvw8fu4IBXx78,christmas,1,0.024390243902439025,Playlists
2FRnf9qhLbvw8fu4IBXx78,happy holidays,1,0.024390243902439025,Playlists
2FRnf9qhLbvw8fu4IBXx78,happy holidays,1,0.024390243902439025,Playlists
2FRnf9qhLbvw8fu4IBXx78,christmas,2,0.04878048780487805,Playlists
2FRnf9qhLbvw8fu4IBXx78,christmas,1,0.024390243902439025,Playlists
2FRnf9qhLbvw8fu4IBXx78,christmas,3,0.07317073170731707,Playlists
2FRnf9qhLbvw8fu4IBXx78,merry christmas,2,0.04878048780487805,Playlists
2FRnf9qhLbvw8fu4IBXx78,merry christmas,2,0.04878048780487805,Playlists
2FRnf9qhLbvw8fu4IBXx78,christmas,1,0.024390243902439025,Playlists
2FRnf9qhLbvw8fu4IBXx78,christmas,1,0.024390243902439025,Playlists
2FRnf9qhLbvw8fu4IBXx78,christmas,2,0.04878048780487805,Playlists
2FRnf9qhLbvw8fu4IBXx78,christmas,2,0.04878048780487805,Playlists
2FWmKZ3kNbVsKGhuNHsltW,happy,1,0.024390243902439025,Playlists
2FZ0yrA5aPClG5ZPBlV7n4,graduation party,1,0.024390243902439025,Playlists
2FZ0yrA5aPClG5ZPBlV7n4,love,1,0.024390243902439025,Playlists
2FZ0yrA5aPClG5ZPBlV7n4,road trip,2,0.04878048780487805,Playlists
2FZ0yrA5aPClG5ZPBlV7n4,sunshine,1,0.024390243902439025,Playlists
2FZ0yrA5aPClG5ZPBlV7n4,surf,1,0.024390243902439025,Playlists
2FfZg072w8RoxlMOR7M4CT,beach vibes,2,0.04878048780487805,Playlists
2FfZg072w8RoxlMOR7M4CT,birthday,1,0.024390243902439025,Playlists
2FfZg072w8RoxlMOR7M4CT,feel good friday,1,0.024390243902439025,Playlists
2FfZg072w8RoxlMOR7M4CT,graduation party,4,0.0975609756097561,Playlists
2FfZg072w8RoxlMOR7M4CT,happy joyful,1,0.024390243902439025,Playlists
2FfZg072w8RoxlMOR7M4CT,relaxing,1,0.024390243902439025,Playlists
2FfZg072w8RoxlMOR7M4CT,road trip,4,0.0975609756097561,Playlists
2FfZg072w8RoxlMOR7M4CT,wedding reception,1,0.024390243902439025,Playlists
2FfZg072w8RoxlMOR7M4CT,beach vibes,2,0.04878048780487805,Playlists
2FfZg072w8RoxlMOR7M4CT,flying,1,0.024390243902439025,Playlists
2FfZg072w8RoxlMOR7M4CT,fun times,1,0.024390243902439025,Playlists
2FfZg072w8RoxlMOR7M4CT,graduation party,4,0.0975609756097561,Playlists
2FfZg072w8RoxlMOR7M4CT,happy joyful,1,0.024390243902439025,Playlists
2FfZg072w8RoxlMOR7M4CT,happy heart,1,0.024390243902439025,Playlists
2FfZg072w8RoxlMOR7M4CT,rehearsal dinner,1,0.024390243902439025,Playlists
2FfZg072w8RoxlMOR7M4CT,relaxing,1,0.024390243902439025,Playlists
2FfZg072w8RoxlMOR7M4CT,road trip,4,0.0975609756097561,Playlists
2FfZg072w8RoxlMOR7M4CT,waking up,1,0.024390243902439025,Playlists
2FfZg072w8RoxlMOR7M4CT,wedding reception,1,0.024390243902439025,Playlists
2G2YzndIA6jeWFPBXhUjh5,love,1,0.024390243902439025,Playlists
2G2YzndIA6jeWFPBXhUjh5,feel good,1,0.024390243902439025,Playlists
2G2YzndIA6jeWFPBXhUjh5,graduation party,1,0.024390243902439025,Playlists
2G2YzndIA6jeWFPBXhUjh5,graduation party,1,0.024390243902439025,Playlists
2G2YzndIA6jeWFPBXhUjh5,happy,1,0.024390243902439025,Playlists
2G2YzndIA6jeWFPBXhUjh5,happy songs,1,0.024390243902439025,Playlists
2G2YzndIA6jeWFPBXhUjh5,love,3,0.07317073170731707,Playlists
