spotify_id,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,emotion_vector
01RVupyBFNuALcAFZjL4FY,0.0,0.517904788653279,0.0,0.0,0.8314843420867855,0.07021485746383935,0.01404297149276787,0.7208257267237747,0.0 0.517904788653279 0.0 0.0 0.8314843420867855 0.07021485746383935 0.01404297149276787 0.7208257267237747
02HdjmfXq1F2OsX6yPg86n,0.0,0.7571660356949703,0.0,0.0,1.0,0.0,0.18929150892374258,0.6214169821525148,0.0 0.7571660356949703 0.0 0.0 1.0 0.0 0.18929150892374258 0.6214169821525148
02PT1v8hMWFu2gT0TMUHNR,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0 1.0 0.0 0.0 1.0 0.0 0.5 0.0
02QQXgeAghpU4smdM7l7We,0.1612036539494895,0.06716818914562063,0.06716818914562063,0.5642127888232134,0.0,0.677592692101021,0.0,0.06716818914562063,0.1612036539494895 0.06716818914562063 0.06716818914562063 0.5642127888232134 0.0 0.677592692101021 0.0 0.06716818914562063
02cQ2pZO0282lsQcjtHV8O,0.9380863039399625,0.0,0.0,0.9380863039399625,0.0,0.06191369606003753,0.0,0.0,0.9380863039399625 0.0 0.0 0.9380863039399625 0.0 0.06191369606003753 0.0 0.0
02hZI7ecPijbO156E9d4iE,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0
02mQcDoU5cn15U6tqZmL4e,0.2624263925971983,0.37369329715445665,0.0,0.0,0.9015901027760507,0.0,0.13121319629859918,0.054617492959291906,0.2624263925971983 0.37369329715445665 0.0 0.0 0.9015901027760507 0.0 0.13121319629859918 0.054617492959291906
02y0x44un8HW3zsxrS1oQL,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 1.0
03AhYPRQeOqG2j54Tdg94E,0.0,0.5,0.0,0.0,1.0,0.0,0.5,0.0,0.0 0.5 0.0 0.0 1.0 0.0 0.5 0.0
03NejRMxYMMCFo2Ylsia6l,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0
042RaY48TNY9aesv8fqYTf,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0
048RFeqhiHqpKE462rgE5q,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0
04BQXS1HwzNpfZ2Wvw2RIy,0.0,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0 0.6666666666666666 0.0 0.0 1.0 0.0 0.0 0.3333333333333333
04Lfe4r35E38e6D0FlJKfn,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0
04bsExZXrwoRXYKKDWlTIU,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
04uR2cdkgiaLIzebPcs25m,0.0,0.3875838926174496,0.0,0.0,0.5100671140939596,0.48993288590604017,0.0,0.24496644295302009,0.0 0.3875838926174496 0.0 0.0 0.5100671140939596 0.48993288590604017 0.0 0.24496644295302009
052z2UsE2wPrHsBJ9tly0g,0.0,0.3436458194425923,0.04365915455394053,0.1936791572209628,0.5689825310041339,0.21933591145486067,0.04629950660088012,0.3332977730364048,0.0 0.3436458194425923 0.04365915455394053 0.1936791572209628 0.5689825310041339 0.21933591145486067 0.04629950660088012 0.3332977730364048
05CF4ATpqROLTQVYABNZ3W,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0
06JokgprGDKrtZ1eP6z2CQ,0.0,0.23451635351426584,0.0,0.0,0.6984458362328925,0.0,0.25516121549524473,0.5360705172813732,0.0 0.23451635351426584 0.0 0.0 0.6984458362328925 0.0 0.25516121549524473 0.5360705172813732
06r4RVjE8HIP3CAnHgelsj,0.19751693002257337,0.008276899924755455,0.0,0.3950338600451467,0.40744920993227984,0.59255079006772,0.0,0.008276899924755455,0.19751693002257337 0.008276899924755455 0.0 0.3950338600451467 0.40744920993227984 0.59255079006772 0.0 0.008276899924755455
07M76e7IXxYdnC1BBiJxEX,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0
07TQDFaoLBwvo6JU1nnaiU,0.09908620499834858,0.26235825167896076,0.0,0.04954310249917429,0.6862270175052296,0.14312451833094794,0.13761972916437304,0.23852251458769136,0.09908620499834858 0.26235825167896076 0.0 0.04954310249917429 0.6862270175052296 0.14312451833094794 0.13761972916437304 0.23852251458769136
085diW9d1iWe9qeNQiDYOw,0.0,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.6666666666666667 0.0 0.0 1.0 0.0 0.0 0.0
0870QNicMawQH2cnzBVZ3P,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0 0.0 0.0 0.5 0.0 1.0 0.0 0.0
08DeDU0qAaNSZ36YVCsBJW,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0
08EgS4Nqe1jPkI9tx9Dq3S,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 1.0
08jn5cU454h8B5QcdtpU1O,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 1.0
08zvzy2FD1V0wFn8mhiQaH,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0
097OvOx07eXC4UmdnywvoE,0.0,0.37690390473553026,0.062309609526446964,0.0,0.8130711714206591,0.062309609526446964,0.12461921905289393,0.437690390473553,0.0 0.37690390473553026 0.062309609526446964 0.0 0.8130711714206591 0.062309609526446964 0.12461921905289393 0.437690390473553
098ttCNmncrO4YvqWUNMvn,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 1.0
09UeSB8eRi7Pysvgoo62oB,0.0,0.6666666666666666,0.0,0.0,1.0,0.0,0.3333333333333333,1.0,0.0 0.6666666666666666 0.0 0.0 1.0 0.0 0.3333333333333333 1.0
09VbZ87CD4kGyQ9QBrnziC,0.17873100983020554,0.0,0.004212945231711987,0.18294395506191752,0.17873100983020554,0.7063704838503766,0.0,0.0,0.17873100983020554 0.0 0.004212945231711987 0.18294395506191752 0.17873100983020554 0.7063704838503766 0.0 0.0
09athuEe5kQfC7bV63jmGa,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0
09hxCc0SgV8u46gWsfeqJA,0.0898024346437837,0.37916583516264224,0.0,0.0,0.9479145879066054,0.0,0.1818000399121932,0.1596487727000599,0.0898024346437837 0.37916583516264224 0.0 0.0 0.9479145879066054 0.0 0.1818000399121932 0.1596487727000599
09jscLcwa4usINbtfzo5FL,0.0,1.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0 1.0 0.0 0.0 1.0 0.0 0.3333333333333333 0.3333333333333333
09kEUjIvixNShjfl3YoyWo,0.0,0.6902680703214878,0.0026072830491915113,0.09741757574706465,0.7930273967059205,0.09872121727166042,0.09481029269787314,0.580713042774473,0.0 0.6902680703214878 0.0026072830491915113 0.09741757574706465 0.7930273967059205 0.09872121727166042 0.09481029269787314 0.580713042774473
09lZ2Mx2NSpzy6KBpX2kDq,1.0,0.0,0.0,0.0,0.35714285714285715,0.0,0.35714285714285715,0.35714285714285715,1.0 0.0 0.0 0.0 0.35714285714285715 0.0 0.35714285714285715 0.35714285714285715
09opLVMX7cfKVKlP3iKZR1,0.0,0.31520250440226966,0.0,0.21522207004500096,0.6282527881040894,0.0,0.1565251418509098,0.31520250440226966,0.0 0.31520250440226966 0.0 0.21522207004500096 0.6282527881040894 0.0 0.1565251418509098 0.31520250440226966
0AKAxdNkwq9ZxRdW1DN9zW,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0 0.5 0.0 0.0 1.0 0.0 0.0 1.0
0ANbFGntABqyaVxCljFjFX,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0
0AO5Hky7kkE2Xd3XCwlZCA,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.5 0.0 0.0 1.0 0.0 0.0 0.0
0APt4t1Dab58sYmGQ4jgij,0.0,0.3787878787878788,0.0,0.0,1.0,0.0,0.3787878787878788,0.0,0.0 0.3787878787878788 0.0 0.0 1.0 0.0 0.3787878787878788 0.0
0AZb6ryK8LsFcvY1jWHO61,0.07891770011273956,0.38759864712514097,0.0,0.0,0.9098083427282977,0.0,0.3382187147688839,0.4615558060879368,0.07891770011273956 0.38759864712514097 0.0 0.0 0.9098083427282977 0.0 0.3382187147688839 0.4615558060879368
0BUoLE4o9eVahDHvTqak67,0.0,0.6033665473541646,0.0,0.0,0.7620199284124988,0.0,0.18509561123472315,0.8197091354680597,0.0 0.6033665473541646 0.0 0.0 0.7620199284124988 0.0 0.18509561123472315 0.8197091354680597
0BfJBMzNqbZrZR1gaSNaEv,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
0Bvhclemd0HbPcOIfUfD2Y,0.0,0.505050505050505,0.1532976827094474,0.019607843137254898,0.8467023172905526,0.1532976827094474,0.1039809863339275,0.505050505050505,0.0 0.505050505050505 0.1532976827094474 0.019607843137254898 0.8467023172905526 0.1532976827094474 0.1039809863339275 0.505050505050505
0CZQNI3Evb4Nd8GeU49LFj,0.06016096727096646,0.43947586591440996,0.0,0.0,1.0,0.0,0.2857645945370907,0.559797800456343,0.06016096727096646 0.43947586591440996 0.0 0.0 1.0 0.0 0.2857645945370907 0.559797800456343
0DVxWV6V1nWa7Ml68Frd3D,0.12586751544945265,0.24416813845084215,0.2433438632022752,0.2433438632022752,0.6389708660940885,0.06733826452385548,0.18460568932586394,0.26955056449154674,0.12586751544945265 0.24416813845084215 0.2433438632022752 0.2433438632022752 0.6389708660940885 0.06733826452385548 0.18460568932586394 0.26955056449154674
0F56GAWK57E3iXohy9rCmT,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0
0F845nujLVqCb0XMZCh5Pc,0.0,0.6666666666666667,0.0,0.0,1.0,0.0,0.6666666666666667,0.6666666666666667,0.0 0.6666666666666667 0.0 0.0 1.0 0.0 0.6666666666666667 0.6666666666666667
0FXA3CxQmpjgP1VS5STnJC,0.1470588235294118,0.2058823529411765,0.0,0.0,0.8529411764705883,0.0,0.35294117647058826,0.7058823529411765,0.1470588235294118 0.2058823529411765 0.0 0.0 0.8529411764705883 0.0 0.35294117647058826 0.7058823529411765
0FxRbTtlo8AutEbifokqGf,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0
0G6qDSSFmjzb9N0PK8PjGm,0.2726619606336317,0.21702471322296307,0.0,0.212070413826158,0.22256662299193933,0.6163485330564842,0.0530176034565395,0.1590528103696185,0.2726619606336317 0.21702471322296307 0.0 0.212070413826158 0.22256662299193933 0.6163485330564842 0.0530176034565395 0.1590528103696185
0HFu4LUT4kKxwIPFnS7UGz,0.5,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.5 0.0 0.0 0.5 0.5 0.0 0.5 0.5
0HGxuuv3WdVpIFZeIepoUq,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0 0.5 0.0 0.0 0.5 0.5 0.0 0.0
0HLBLRkkTOlAmjonShicD0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0
0HSb1M8JyOxD8OiGriSzWL,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0 1.0 0.0 0.0 1.0 0.0 0.5 0.0
0HTFDQQb7auJ2dZwXtPK5e,0.0,0.41032608695652173,0.0,0.0,1.0,0.0,0.0,0.41032608695652173,0.0 0.41032608695652173 0.0 0.0 1.0 0.0 0.0 0.41032608695652173
0HYCfsLMVE61LZIVI3d1UA,0.19843830665978318,0.40225972293925316,0.0024253570813973497,0.0024253570813973497,0.9946168903803133,0.0024253570813973497,0.19843830665978318,0.3993019704009637,0.19843830665978318 0.40225972293925316 0.0024253570813973497 0.0024253570813973497 0.9946168903803133 0.0024253570813973497 0.19843830665978318 0.3993019704009637
0Hc3mb1DK6Q1iOEuhLhQmD,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0
0HtGh4Ui62HiRm0Gxw8wv5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0
0I2ELF6uHlL4ABu9aFiou7,0.0,0.19389968723046494,0.42864237112414066,0.0,0.41061673970430645,0.0,0.007187600735313336,0.0023958669117711117,0.0 0.19389968723046494 0.42864237112414066 0.0 0.41061673970430645 0.0 0.007187600735313336 0.0023958669117711117
0I777pHVCmQszZ50KmO9AJ,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 1.0
0J8A1ZVyJcRZxFNvtp6jRh,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.3333333333333333 0.0 0.0 0.6666666666666666 0.0 1.0 0.0 0.0
0JPntF36B28bSTUkjplyNd,0.2355316285329744,0.37752355316285324,0.0,0.1177658142664872,0.7644683714670255,0.0,0.1177658142664872,0.0,0.2355316285329744 0.37752355316285324 0.0 0.1177658142664872 0.7644683714670255 0.0 0.1177658142664872 0.0
0JgMWvvUhH6UyWOG2oeG1b,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0
0LBmvPJYmtEJ7kkWvc3kbT,0.0,0.16647163884954116,0.0,0.16647163884954116,0.6658865553981647,0.16764180575229415,0.0,0.33294327769908233,0.0 0.16647163884954116 0.0 0.16647163884954116 0.6658865553981647 0.16764180575229415 0.0 0.33294327769908233
0LDauNxnqI5nsyCa2Xsc5W,0.0,0.0,0.0,0.0,0.0,0.5061728395061729,0.0,0.49382716049382713,0.0 0.0 0.0 0.0 0.0 0.5061728395061729 0.0 0.49382716049382713
0LSLM0zuWRkEYemF7JcfEE,0.13053207359522626,0.30751698988894416,0.0,0.0,0.8482927233548815,0.0,0.28223935024034474,0.4380490634841704,0.13053207359522626 0.30751698988894416 0.0 0.0 0.8482927233548815 0.0 0.28223935024034474 0.4380490634841704
0LtZYj18X8mpZ2M6A7nA8t,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0LtsuNRz3IMRrHCYO9fKRk,0.0,0.5061728395061729,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.5061728395061729 0.0 0.0 1.0 0.0 0.0 0.0
0M5xRyxGpFFDfzN2x0wdpH,0.5,1.0,0.5,0.5,1.0,0.0,0.0,1.0,0.5 1.0 0.5 0.5 1.0 0.0 0.0 1.0
0MCEM7WuIw4tS9ih4HGE1S,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0
0MFoGykN4ywHVMunNSiLDk,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
0MU1TyyAbuoXLGiQBgW9CI,0.6666666666666666,0.0,0.3333333333333333,1.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666 0.0 0.3333333333333333 1.0 0.0 0.3333333333333333 0.0 0.0
0MkINaEoNBJfG9G6ewd4xM,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0
0NIRG3SEn2Zf88o3qHJil5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0 0.0 0.0 0.0 1.0 0.0 1.0 1.0
0Nk87FwUbe8EDChiGqR1pM,0.0,0.7527200791295746,0.0,0.0,1.0,0.0,0.24727992087042533,0.7527200791295746,0.0 0.7527200791295746 0.0 0.0 1.0 0.0 0.24727992087042533 0.7527200791295746
0OXqjgWApWQvuZcWTjmhxS,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0
0PP4wVT30cWLurOR7ambqW,0.0,0.00398406374501992,0.0,0.7062658457080767,0.14885910901847157,0.41651575516117345,0.0,0.0,0.0 0.00398406374501992 0.0 0.7062658457080767 0.14885910901847157 0.41651575516117345 0.0 0.0
0PV1TFUMTBrDETzW6KQulB,0.0,0.6453900709219857,0.0,0.0,1.0,0.0,0.0,1.0,0.0 0.6453900709219857 0.0 0.0 1.0 0.0 0.0 1.0
0PVgef4kvggErf7OS2oktc,0.0,0.020313942751615882,0.0,0.0,1.0,0.0,0.2409972299168975,0.030470914127423823,0.0 0.020313942751615882 0.0 0.0 1.0 0.0 0.2409972299168975 0.030470914127423823
0QepvU0N2fC2B5uIPafO1q,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 1.0
0RAiBUgOC5pgFUHsldtix3,0.07899624671491216,0.45280648616987645,0.0,0.007899624671491216,0.8240888457299637,0.08111565821214152,0.27293203240002145,0.3378669471996793,0.07899624671491216 0.45280648616987645 0.0 0.007899624671491216 0.8240888457299637 0.08111565821214152 0.27293203240002145 0.3378669471996793
0RLo5RT9uqDCwkRVUJZDwQ,0.08491367110104726,0.33965468440418906,0.0,0.0,0.9150863288989527,0.0,0.1415227851684121,0.603736201528446,0.08491367110104726 0.33965468440418906 0.0 0.0 0.9150863288989527 0.0 0.1415227851684121 0.603736201528446
0Rg5tIACULED7Jv2sEzWSd,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
0Ri0LzOMJmqi9HGZE5cRYV,0.0,0.5317128750474744,0.0,0.0,0.8131409039118878,0.18685909608811244,0.09766154847810755,0.4449026097336011,0.0 0.5317128750474744 0.0 0.0 0.8131409039118878 0.18685909608811244 0.09766154847810755 0.4449026097336011
0SLtqCrXBRrnkxSOMA3X4W,0.32808089799817625,0.30757957358113686,0.005970732554605064,0.005970732554605064,0.7913500369099832,0.0023882930218420257,0.22679556211733035,0.45599570107256077,0.32808089799817625 0.30757957358113686 0.005970732554605064 0.005970732554605064 0.7913500369099832 0.0023882930218420257 0.22679556211733035 0.45599570107256077
0SaKhiBPgdRaQKA7Bxu3ek,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 1.0
0ScKoL46M5u6wHzsR3JjdS,0.0,0.0,0.803921568627451,0.803921568627451,0.19607843137254902,0.803921568627451,0.0,0.0,0.0 0.0 0.803921568627451 0.803921568627451 0.19607843137254902 0.803921568627451 0.0 0.0
0Sg5kWoILCs2zBoIHIsDAa,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0 1.0 0.0 0.0 1.0 0.0 1.0 1.0
0SvfyHYDp2uIsHt53LDlI9,0.23802439750074386,0.30080333234156503,0.10413567390657544,0.0,0.7768521273430525,0.0,0.11901219875037193,0.46117227015769124,0.23802439750074386 0.30080333234156503 0.10413567390657544 0.0 0.7768521273430525 0.0 0.11901219875037193 0.46117227015769124
0SxFyA4FqmEQqZVuAlg8lf,0.0,0.0,0.5515695067264573,0.5515695067264573,0.0,1.0,0.0,0.0,0.0 0.0 0.5515695067264573 0.5515695067264573 0.0 1.0 0.0 0.0
0TBaFEx7WENZgqLXWErD0b,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0
0TBntp6t4oS6UXjxikO5n7,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0 1.0 0.0 0.0 1.0 0.0 1.0 1.0
0TDlaRlo5DnfW9LUfPvf3b,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0 0.0 0.0 0.0 1.0 0.0 1.0 1.0
0TOrK1IFmjgyLMXNHjFkyg,0.17031838892951565,0.3976345840130506,0.09297125499240591,0.0,0.8578078415930697,0.09297125499240591,0.29297688023851043,0.3929796928615627,0.17031838892951565 0.3976345840130506 0.09297125499240591 0.0 0.8578078415930697 0.09297125499240591 0.29297688023851043 0.3929796928615627
0Tui00r5Xvy5lBNTKWnyk2,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.5 0.0 0.0 1.0 0.0 0.0 0.0
0TyOpxlWwDx98bjkIVHUgY,0.0,0.833976833976834,0.0,0.0,0.833976833976834,0.166023166023166,0.166023166023166,0.498069498069498,0.0 0.833976833976834 0.0 0.0 0.833976833976834 0.166023166023166 0.166023166023166 0.498069498069498
0UIJh1j0OqO7se1J3JeX1X,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.09909909909909911,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.09909909909909911
0UY0JLj9kxOlgF6FHogCmX,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666667,0.0 1.0 0.0 0.0 1.0 0.0 0.0 0.6666666666666667
0UrWr7Jnu1heq1o99ZwUd0,0.0,0.5517241379310345,0.0,0.0,0.8620689655172413,0.0,0.1724137931034483,0.5862068965517242,0.0 0.5517241379310345 0.0 0.0 0.8620689655172413 0.0 0.1724137931034483 0.5862068965517242
0VTQQh0dXlKRGsglMG28Us,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0 0.0 0.0 0.5 0.5 0.0 0.0 0.0
0VU5k3vCrpqDgUygMjiFYj,0.25330069220067136,0.056161864647763945,0.0038102526618331587,0.18526959947020982,0.3954632896994356,0.27973342544863267,0.002886555046843302,0.15587922081144165,0.25330069220067136 0.056161864647763945 0.0038102526618331587 0.18526959947020982 0.3954632896994356 0.27973342544863267 0.002886555046843302 0.15587922081144165
0VZ2rAa5ceRaMPMufTVmqd,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
0VfSNKmz24yn5idNxrvV10,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0 1.0 0.0 0.0 1.0 0.0 0.5 0.0
0VqXrOSgbq1ukARLV4uGU0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0
0W0eSUC4AnLlD5VrD5i3ut,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0 1.0 1.0 1.0 1.0 0.0 0.0 1.0
0W0euvQlhbcsTydzsD4EQk,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0
0WJvdPI0z1wZZTVxaRwMAW,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0
0WSlOSMLJWoWUpWci9nnRb,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0
0WgLpgUdThEpA5L5K0SKq7,0.0,0.5333333333333333,0.0,0.0,1.0,0.0,0.0,1.0,0.0 0.5333333333333333 0.0 0.0 1.0 0.0 0.0 1.0
0X0rXpmcHjt3Y28RnvViqs,0.0,0.0,0.0,0.0,0.0,0.9138381201044388,0.0,0.08616187989556136,0.0 0.0 0.0 0.0 0.0 0.9138381201044388 0.0 0.08616187989556136
0XfNjyJcb7d2ZAscVM4K7J,0.4357566913203542,0.14039335345428017,0.2800072966070777,0.45689474091517146,0.16809282168640066,0.15710921694139499,0.03635036980531326,0.1815528506517197,0.4357566913203542 0.14039335345428017 0.2800072966070777 0.45689474091517146 0.16809282168640066 0.15710921694139499 0.03635036980531326 0.1815528506517197
0YUVtMGgaJj55WAr7AHRvY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0
0YWUHZPJVg4iujddsJDwhM,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0 0.0 1.0 1.0 0.0 1.0 0.0 0.0
0YZ3J8xzGwLOg4yEgST1YK,0.1098556183301946,0.26239799121155055,0.1020087884494664,0.15693659761456372,0.6155053358443189,0.09416195856873821,0.1490897677338355,0.4333019460138104,0.1098556183301946 0.26239799121155055 0.1020087884494664 0.15693659761456372 0.6155053358443189 0.09416195856873821 0.1490897677338355 0.4333019460138104
